file name A,file name B,esn type,number datasets,feedback,test/train,loss 
saves/ESN_C_loop_09-09-2021_02-13-56.pth,,standard_60,50,yes,test,1.3259285890429848
saves/ESN_A_2_esn_09-09-2021_02-13-58.pth,saves/ESN_B_2_esn_09-09-2021_02-13-58.pth,double_30,50,no,test,1.1306185362478032
saves/ESN_A_2_esnF_09-09-2021_02-14-01.pth,saves/ESN_B_2_esnF_09-09-2021_02-14-01.pth,double_30,50,yes,test,0.9635131742253328
09-09-2021_02-04-51,,mega_ABA,50,yes,test,0.19127043594022564
saves/ESN_C_09-09-2021_02-13-52.pth,,standard_30,50,no,test,1.031116384850405
saves/ESN_C_loop_09-09-2021_02-13-54.pth,,standard_30,50,yes,test,0.986432824604363
saves/ESN_C_09-09-2021_02-13-55.pth,,standard_60,50,no,test,1.2096426368709612
saves/ESN_C_loop_09-09-2021_02-13-56.pth,,standard_60,50,yes,test,1.2695649774058215
saves/ESN_A_2_esn_09-09-2021_02-13-58.pth,saves/ESN_B_2_esn_09-09-2021_02-13-58.pth,double_30,50,no,test,1.0024271857309934
saves/ESN_A_2_esnF_09-09-2021_02-14-01.pth,saves/ESN_B_2_esnF_09-09-2021_02-14-01.pth,double_30,50,yes,test,0.9330046924667834
09-09-2021_02-04-51,,mega_ABA,50,yes,test,0.2580902061504603
saves/ESN_C_09-09-2021_02-13-52.pth,,standard_30,50,no,test,0.7741347072146134
saves/ESN_C_loop_09-09-2021_02-13-54.pth,,standard_30,50,yes,test,0.6682891335830499
saves/ESN_C_09-09-2021_02-13-55.pth,,standard_60,50,no,test,0.940029557274719
saves/ESN_C_loop_09-09-2021_02-13-56.pth,,standard_60,50,yes,test,0.8368171492043376
saves/ESN_A_2_esn_09-09-2021_02-13-58.pth,saves/ESN_B_2_esn_09-09-2021_02-13-58.pth,double_30,50,no,test,0.8405089755550019
saves/ESN_A_2_esnF_09-09-2021_02-14-01.pth,saves/ESN_B_2_esnF_09-09-2021_02-14-01.pth,double_30,50,yes,test,0.6600427821614482
09-09-2021_02-04-51,,mega_ABA,50,yes,test,0.25037051102816293
saves/ESN_C_09-09-2021_02-13-52.pth,,standard_30,50,no,test,0.3515488811004958
saves/ESN_C_loop_09-09-2021_02-13-54.pth,,standard_30,50,yes,test,0.29990711827751787
saves/ESN_C_09-09-2021_02-13-55.pth,,standard_60,50,no,test,0.45455037015840477
saves/ESN_C_loop_09-09-2021_02-13-56.pth,,standard_60,50,yes,test,0.4850265199021782
saves/ESN_A_2_esn_09-09-2021_02-13-58.pth,saves/ESN_B_2_esn_09-09-2021_02-13-58.pth,double_30,50,no,test,0.46294689368217357
saves/ESN_A_2_esnF_09-09-2021_02-14-01.pth,saves/ESN_B_2_esnF_09-09-2021_02-14-01.pth,double_30,50,yes,test,0.35049784728498085
09-09-2021_02-16-30,,mega_ABA,50,yes,train,0.22753793838906108
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,train,1.7076123233388285
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,train,1.0048161961245896
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,train,1.4014155219193234
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,train,1.1043714176735557
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,train,1.7173292134149853
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,train,0.872614396386604
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2936494750980724
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,2.0283363706666093
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.214990624342469
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.7633992113571857
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.319773226568331
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,2.0526430505849462
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.416724664162423
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.5505874642059005
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,0.9346231510826649
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.5223181199983715
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.6826164419206616
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.5992386943463929
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.0564185867677682
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.5108044478307096
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.24530531333539246
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,2.1184218483714083
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.3455073208702037
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.7566776892997047
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.4664073689481234
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,2.0667974001474403
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.1368007802800826
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2613830845301129
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.387292543127136
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.8341840105938952
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.063041363849297
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9450541388742534
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.3690467563818471
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.7115032638140052
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.36608025227646007
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.335548336730454
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.8399234981347073
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.9910445067540601
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9506578900685934
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.269855811591627
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.7080897199800403
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.44377024901181517
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.1032351066608914
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.5816833092389185
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.8631262138191326
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.6453842106507188
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.242052426857484
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.585081600500637
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.3062195582612827
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.4124422708635274
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.9186935379209005
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.0595055459918168
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.0473891913161224
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.3128254943262379
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.8399325871127178
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.452328473055404
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,0.8260196776358856
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.4619421919459403
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.565857640490564
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.5517551499899787
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,0.868194841149937
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.41204906429757404
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.3018882913064713
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.374324465984519
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.8550657676696864
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.0331818138097577
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9674792174736335
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.2827587287683109
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.6892119797515973
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2837242133511072
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.7105825400329104
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.966286771009815
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.437418269791742
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.0461914710284057
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.7728707549346787
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.9770356269013515
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.20107506732238092
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.9276296981839307
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.1615382089999742
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.6363443810842588
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.2783903607829472
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.9294121929749286
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.164094840613272
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.32764711180032313
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.4543073979723522
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.8202677336811751
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.1868849349191757
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9043901734097944
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.5446529085519347
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.7997030728298109
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.4008042055712524
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.1960048305215518
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.7162056706242513
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.8794631033285671
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.8123596557036994
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.1949605800026457
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.5511504713976723
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.33221924772026323
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.2423428779945647
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.6900158964749419
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.966340585788179
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.7736179956750369
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.3178790316698648
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.6309773530319451
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.33337852187839384
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.2700187869149262
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.7982202236740479
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.9320338935113467
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9122727527254098
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.1566952435379563
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.5786376828157866
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.5585237854079644
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,0.879630271088331
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.4777860032261284
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.6304543265862544
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.5485639726058461
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.0000912874271486
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.413805405054647
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.21341534983009705
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.9797758678541066
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.2318009760590236
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.6465396803557932
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.3540333235725843
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.9530132603889838
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.3431092861165828
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.3612980835119977
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.7210996324804873
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.9936041444429291
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.4660871897502517
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.078189978076457
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.8062651585932044
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.1549615153597403
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.39830816720108714
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.066329548055382
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.6504536964730477
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.7552745427380575
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.7555280709288921
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.0077883418369584
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.456945486033907
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.34510492468601933
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.2805329264810608
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.7185694865515007
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.0339322014511245
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.8065436376721578
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.3693762302831833
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.6630146018030334
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.40282264577788385
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,0.9395438150340899
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.519874491510223
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,0.682407720065337
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.6092634304126797
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.0063834614650842
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.5011669114412511
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.26839629386691716
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.6297679651613992
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.047170490625369
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.265548816099621
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.1734943424310313
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.5552569557237306
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.8983313096635984
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.35578217189132927
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.5943771924395804
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.9082041070659913
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.351705194491131
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9946201423070411
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.6904066072107513
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.1556546720860517
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.21109629361459914
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,2.245328182973682
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.4015573314158385
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.9106542629290346
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.520434699217525
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,2.2028270499909772
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.1169731202881283
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2687544720980489
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.7866124031089505
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.1009232950428862
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.4710104932869417
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.2171175465474096
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.7955888717074315
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.0427591617016427
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2561222686084648
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.652662666007575
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.9724945388293391
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.3557171760317088
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.0728925932819748
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.6911863887935972
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.0050210813647202
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2306825965184482
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.9851938334958577
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.1534709822179257
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.6996237941150885
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.2429246033716557
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,2.0091855748319456
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.308060211202607
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.3195464571675024
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.4434160129373652
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.8135538067495109
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.1955179903749031
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.9014461130338863
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.530870778151077
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.0083475270868876
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.3340616436383162
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.3212066541179548
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.7418114096113119
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.0653112815431658
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,0.8295202081095808
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.4125868059210736
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,0.7083636417648771
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.21341534983009705
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.9797758678541066
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.2318009760590236
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.6465396803557932
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.3540333235725843
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.9530132603889838
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.3431092861165828
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.2432096232797729
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.6462082425025195
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,0.9630990932519048
saves/ESN_C_09-09-2021_02-25-33.pth,,standard_60,50,no,test,1.3685089036275393
saves/ESN_C_loop_09-09-2021_02-25-34.pth,,standard_60,50,yes,test,1.0664265170700638
saves/ESN_A_2_esn_09-09-2021_02-25-36.pth,saves/ESN_B_2_esn_09-09-2021_02-25-36.pth,double_30,50,no,test,1.684859470164465
saves/ESN_A_2_esnF_09-09-2021_02-25-39.pth,saves/ESN_B_2_esnF_09-09-2021_02-25-39.pth,double_30,50,yes,test,1.0449448883601857
09-09-2021_02-16-30,,mega_ABA,50,yes,test,0.23779971676934739
saves/ESN_C_09-09-2021_02-25-31.pth,,standard_30,50,no,test,1.7794541880428354
saves/ESN_C_loop_09-09-2021_02-25-32.pth,,standard_30,50,yes,test,1.0518672286366952
